studentID,Prelab-result,Prelab-attempts,Prelab-timeSpent,Prelab-growths,Prelab-lastSubmit,Inlab-result,Inlab-attempts,Inlab-timeSpent,Inlab-growths,Inlab-lastSubmit,Inlab-output,labNum
2212285,9.75,4.0,377.8166666666666,0.0,1676445900.0,8.695,4.0,3222.7333333333336,0.0,1687841040.0,8.695,1
2212285,9.75,4.0,377.8166666666666,0.0,1676445900.0,8.695,4.0,3222.7333333333336,0.0,1687841040.0,8.695,1
2210762,10.0,6.0,554.6,1.0575,1676771520.0,9.1225,4.0,143.98333333333332,0.0,1676804220.0,9.1225,1
2212841,9.75,4.0,422.4833333333333,0.0,1677644160.0,9.8875,4.0,62.533333333333324,0.0,1677687900.0,9.8875,1
2211644,9.375,4.0,307.6666666666667,0.0,1677079080.0,8.75,4.0,3262.75,0.0,1687841040.0,8.75,1
2212243,9.875,4.0,112.80000000000001,0.0,1676726700.0,8.795,4.0,89.05,0.0,1676644620.0,8.795,1
2212962,6.545,4.0,429.73333333333335,0.0,1676884080.0,9.5,5.0,239.01666666666665,2.4175,1676647980.0,9.5,1
2213997,9.875,4.0,33.7,0.0,1676118840.0,9.545,4.0,17.36666666666667,0.0,1676704140.0,9.545,1
2252272,10.0,5.0,170.3,1.6675,1677037740.0,10.0,4.0,13.283333333333333,0.0,1677589020.0,10.0,1
2252215,10.0,5.0,345.0833333333333,2.5,1677167760.0,10.0,4.0,63.28333333333333,0.0,1677661140.0,10.0,1
2252605,8.8125,5.0,840.0,1.6675,1677425580.0,10.0,4.0,3169.0833333333335,1.5166666666666666,1687841100.0,10.0,1
2252524,10.0,4.0,281.6666666666667,0.0,1676731920.0,8.75,5.0,2753.8333333333335,0.0,1687841040.0,8.75,1
2112592,10.0,4.0,292.68333333333334,0.0,1676882640.0,10.0,4.0,8.95,0.0,1677574500.0,10.0,1
2210814,10.0,4.0,29.766666666666666,0.0,1676865420.0,10.0,8.0,296.18333333333334,8.0,1676828640.0,10.0,1
2211822,9.875,4.0,76.18333333333334,0.0,1676261220.0,9.9175,4.0,35.983333333333334,0.0,1676620080.0,9.9175,1
2211327,10.0,9.0,377.66666666666674,2.625,1678117680.0,10.0,5.0,2729.133333333333,0.0,1687841040.0,10.0,1
2211856,9.8125,6.0,97.31666666666668,0.25,1676368740.0,10.0,5.0,38.88333333333333,0.0,1676367360.0,10.0,1
2211771,10.0,4.0,95.6,0.0,1676181120.0,9.9175,4.0,15.2,0.0,1676478240.0,9.9175,1
